,batting_raa,batting_balls,bowling_raa,bowling_balls,total_raa,total_balls,replacement_level_raa,vorp,war
4329fbb5,234.76759090049825,2892.0,153.22603180490802,2136.0,387.99362270540627,5028.0,0.0,387.99362270540627,4.591640505389424
4353bba5,-0.11782072013101502,1.0,-14.586409275426611,222.0,-14.704229995557625,223.0,0.0,-14.704229995557625,-0.17401455616044528
441c72ae,-5.075154582125216,25.0,-19.030980513042852,24.0,-24.106135095168067,49.0,0.0,-24.106135095168067,-0.28527970526826113
44a89551,-2.5750981682871172,168.0,0.0,0.0,-2.5750981682871172,168.0,0.0,-2.5750981682871172,-0.030474534535942215
44aac2f0,0.5200958788532863,9.0,-9.725108117188407,68.0,-9.20501223833512,77.0,0.0,-9.20501223833512,-0.10893505607497184
44afbf2d,-3.5824910806384764,21.0,0.0,0.0,-3.5824910806384764,21.0,0.0,-3.5824910806384764,-0.04239634414956777
45a43fe2,22.1093239141723,1606.0,0.0,0.0,22.1093239141723,1606.0,0.0,22.1093239141723,0.2616488037180154
45c2196c,-0.5729150580900473,23.0,90.22862343736769,600.0,89.65570837927764,623.0,0.0,89.65570837927764,1.061014300346481
45eda7c8,133.03740604844376,974.0,0.0,0.0,133.03740604844376,974.0,0.0,133.03740604844376,1.574407172170932
462411b3,-5.39158045469914,78.0,607.8092413658638,3062.0,602.4176609111647,3140.0,0.0,602.4176609111647,7.129203087706092
465aa633,0.0,0.0,-42.90525360176009,87.0,-42.90525360176009,87.0,0.0,-42.90525360176009,-0.5077544804942022
4663bd23,-2.3507528926177006,26.0,0.0,0.0,-2.3507528926177006,26.0,0.0,-2.3507528926177006,-0.027819560859381073
469ea22b,1.986848102581681,3.0,13.95915854888427,107.0,15.94600665146595,110.0,0.0,15.94600665146595,0.188710137887171
46a9bea1,11.994028605663106,13.0,-113.64620893432809,710.0,-101.65218032866498,723.0,0.0,-101.65218032866498,-1.2029843825877513
4885bbe6,-1.8188372987634742,2.0,-13.168560759714529,50.0,-14.987398058478004,52.0,0.0,-14.987398058478004,-0.1773656574967811
48a1d7b7,33.85073464422412,819.0,0.0,0.0,33.85073464422412,819.0,0.0,33.85073464422412,0.400600409990818
48fd7349,-155.83657510916817,1648.0,0.0,0.0,-155.83657510916817,1648.0,0.0,-155.83657510916817,-1.8442198237771381
4933f499,-3.5632732073015325,9.0,-62.18844614247609,379.0,-65.75171934977762,388.0,0.0,-65.75171934977762,-0.778126856210386
495d42a5,-101.84125866379631,670.0,569.4329900379059,4504.0,467.5917313741096,5174.0,0.0,467.5917313741096,5.533629957090055
4a8a2e3b,-195.681957101789,3905.0,0.0,0.0,-195.681957101789,3905.0,0.0,-195.681957101789,-2.3157628059383315
4ae1755b,-39.055826777354255,159.0,0.0,0.0,-39.055826777354255,159.0,0.0,-39.055826777354255,-0.46219913345981367
4b31f3a3,0.0,0.0,-23.693199345477964,361.0,-23.693199345477964,361.0,0.0,-23.693199345477964,-0.2803928916624611
4b4d1957,-1.5349127100829514,2.0,-1.3486087172676184,31.0,-2.88352142735057,33.0,0.0,-2.88352142735057,-0.03412451393314284
4b57e452,-87.99602361479964,2208.0,-2.547420018820605,37.0,-90.54344363362024,2245.0,0.0,-90.54344363362024,-1.071520043001423
4ba44e19,-4.988895221996553,30.0,218.89395181876895,1581.0,213.9050565967724,1611.0,0.0,213.9050565967724,2.531420788127484
4bd09374,-0.6960301395097346,5.0,-43.69154244464253,278.0,-44.38757258415227,283.0,0.0,-44.38757258415227,-0.5252967169722161
4c4fa80b,-9.410944159702822,17.0,46.563906906759655,195.0,37.15296274705683,212.0,0.0,37.15296274705683,0.4396800325095483
4c5d73db,-26.287104726556326,77.0,-21.830735423620784,459.0,-48.11784015017711,536.0,0.0,-48.11784015017711,-0.5694418952683682
4d5a1617,1.320943658252068,17.0,0.0,0.0,1.320943658252068,17.0,0.0,1.320943658252068,0.01563246932842684
4d6d6280,-10.567072253968702,172.0,0.0,0.0,-10.567072253968702,172.0,0.0,-10.567072253968702,-0.1250541095144225
4d7f517e,-1.5101135882946268,11.0,-8.542323232992736,24.0,-10.052436821287362,35.0,0.0,-10.052436821287362,-0.11896374936434748
4e04666c,-38.69179488094089,183.0,0.0,0.0,-38.69179488094089,183.0,0.0,-38.69179488094089,-0.45789106367977384
4ec07775,24.190547239626785,238.0,2.819771348500956,83.0,27.010318588127742,321.0,0.0,27.010318588127742,0.3196487406879023
