,batting_raa,batting_balls,bowling_raa,bowling_balls,total_raa,total_balls,replacement_level_raa,vorp,war
4f629497,-1.1005296128906434,2.0,35.11438118129736,191.0,34.013851568406714,193.0,0.0,34.013851568406714,0.40253078779179546
5056011d,-41.23275547754103,552.0,0.0,0.0,-41.23275547754103,552.0,0.0,-41.23275547754103,-0.48796160328450927
50758325,0.0,0.0,-31.25185729532467,49.0,-31.25185729532467,49.0,0.0,-31.25185729532467,-0.36984446503342805
508a1ea7,133.42583912107395,1913.0,0.0,0.0,133.42583912107395,1913.0,0.0,133.42583912107395,1.5790040132671472
50c6bc2b,135.69424899071706,607.0,-28.612796382738505,248.0,107.08145260797855,855.0,0.0,107.08145260797855,1.2672361255382076
51a3c5ef,3.7537900527423336,73.0,-35.06745657633951,1346.0,-31.313666523597178,1419.0,0.0,-31.313666523597178,-0.37057593519049914
52294a79,0.0,0.0,-15.144815218458145,30.0,-15.144815218458145,30.0,0.0,-15.144815218458145,-0.1792285824669603
529eb9e0,1.6938961166265945,5.0,15.950751598414103,180.0,17.644647715040698,185.0,0.0,17.644647715040698,0.20881239899456447
531f0278,0.0,0.0,-27.368638758676052,51.0,-27.368638758676052,51.0,0.0,-27.368638758676052,-0.32388921607900656
53f27a35,2.5524225666169604,116.0,0.0,0.0,2.5524225666169604,116.0,0.0,2.5524225666169604,0.03020618422031906
53fe6ee4,0.029743831856527292,19.0,0.0,0.0,0.029743831856527292,19.0,0.0,0.029743831856527292,0.00035199801013641765
541f85c9,-75.5756375731373,307.0,0.0,0.0,-75.5756375731373,307.0,0.0,-75.5756375731373,-0.8943862434690805
5451a2c1,-36.67223809061393,256.0,-12.570699842214019,6.0,-49.24293793282795,262.0,0.0,-49.24293793282795,-0.582756661926958
54e52590,-3.5589907974057833,13.0,-10.287382789495329,221.0,-13.846373586901112,234.0,0.0,-13.846373586901112,-0.1638624093124392
557153ca,25.762237792425196,70.0,2.116314306026923,599.0,27.87855209845212,669.0,0.0,27.87855209845212,0.32992369347280615
5574750c,27.911992484528604,132.0,207.0053042439732,987.0,234.9172967285018,1119.0,0.0,234.9172967285018,2.7800863518165895
5673a3fc,-4.2896858000528075,23.0,2.879651834260654,30.0,-1.4100339657921537,53.0,0.0,-1.4100339657921537,-0.0166867924945817
56ab442f,-7.797675067349709,75.0,43.96022911945721,892.0,36.1625540521075,967.0,0.0,36.1625540521075,0.42795921955156807
5724e517,-23.023588175990437,32.0,0.0,0.0,-23.023588175990437,32.0,0.0,-23.023588175990437,-0.27246849912414717
5748e866,-24.35352650133392,29.0,0.0,0.0,-24.35352650133392,29.0,0.0,-24.35352650133392,-0.2882074142169695
57ca01b3,-1.4653735763946183,1.0,0.0,0.0,-1.4653735763946183,1.0,0.0,-1.4653735763946183,-0.017341699128930393
57ee1fde,-44.83072247714152,86.0,220.7800425294329,3450.0,175.9493200522914,3536.0,0.0,175.9493200522914,2.082240473991614
57efa3be,-34.656129845407605,134.0,22.282434971604285,222.0,-12.37369487380332,356.0,0.0,-12.37369487380332,-0.14643425886157774
5afd4539,-79.31665558193109,737.0,0.0,0.0,-79.31665558193109,737.0,0.0,-79.31665558193109,-0.9386586459400129
5b040b81,-9.396867972549938,10.0,10.043039315347976,486.0,0.6461713427980378,496.0,0.0,0.6461713427980378,0.0076469981396217485
5b16a806,-3.245959689156912,5.0,-11.99772023517068,25.0,-15.243679924327592,30.0,0.0,-15.243679924327592,-0.18039857898612535
5b7ab5a9,-16.724072701482843,49.0,181.2493372010726,1477.0,164.52526449958975,1526.0,0.0,164.52526449958975,1.947044550291003
5b8c830e,42.28609174712758,1220.0,162.87061251948452,2106.0,205.1567042666121,3326.0,0.0,205.1567042666121,2.4278899913208534
5bb1a1c4,-6.4718490879751265,66.0,35.87566385400873,2349.0,29.4038147660336,2415.0,0.0,29.4038147660336,0.3479741392430012
5bb5a915,8.781532160702419,93.0,129.49699065009077,1699.0,138.2785228107932,1792.0,0.0,138.2785228107932,1.636432222612937
5bdcdb72,-80.7167681637052,1047.0,-37.909912227497855,275.0,-118.62668039120305,1322.0,0.0,-118.62668039120305,-1.4038660401325804
5d096f3d,-11.641365979473028,64.0,-11.872867669280847,443.0,-23.514233648753873,507.0,0.0,-23.514233648753873,-0.2782749544231228
5d2eea49,-7.1021976384860475,16.0,-64.73125030524386,432.0,-71.83344794372991,448.0,0.0,-71.83344794372991,-0.8500999756654427
5d9a1a73,-24.901333007044517,77.0,102.52549844170439,935.0,77.62416543465987,1012.0,0.0,77.62416543465987,0.918629176741537
5f26df4f,0.6625357058252579,7.0,-13.1739646037535,212.0,-12.511428897928242,219.0,0.0,-12.511428897928242,-0.14806424731276027
5f4e9e8f,-2.379337945122586,18.0,-49.67659443155165,143.0,-52.055932376674235,161.0,0.0,-52.055932376674235,-0.6160465370020619
5f547c8b,87.00344843363327,329.0,507.92942805635283,2818.0,594.9328764899861,3147.0,0.0,594.9328764899861,7.040625757277943
5f5d3ad4,-1.1885096990602522,7.0,0.0,0.0,-1.1885096990602522,7.0,0.0,-1.1885096990602522,-0.014065203539174582
5fa06777,-57.2606093803296,985.0,-3.110888079881352,2113.0,-60.371497460210946,3098.0,0.0,-60.371497460210946,-0.7144555912450999
6042bf26,-0.24012530368589977,1.0,0.3544038618210762,18.0,0.11427855813517643,19.0,0.0,0.11427855813517643,0.0013524089720139223
60500956,-20.94767445344148,76.0,4.0384441344584525,20.0,-16.909230318983028,96.0,0.0,-16.909230318983028,-0.20010923454417784
605b7efa,-27.216675574888335,134.0,0.0,0.0,-27.216675574888335,134.0,0.0,-27.216675574888335,-0.32209083520577914
611926bc,-2.7406245986031377,16.0,0.006125288391024053,24.0,-2.734499310212114,40.0,0.0,-2.734499310212114,-0.03236093858239188
6165bca6,-8.929220659868266,23.0,0.0,0.0,-8.929220659868266,23.0,0.0,-8.929220659868266,-0.10567125041264219
619aa81f,-27.066624564720996,129.0,0.0,0.0,-27.066624564720996,129.0,0.0,-27.066624564720996,-0.3203150836061656
622cc511,-1.2952291992891973,1.0,0.0,0.0,-1.2952291992891973,1.0,0.0,-1.2952291992891973,-0.015328156204605885
626c5379,-32.339386684044726,236.0,-32.85143539307365,144.0,-65.19082207711838,380.0,0.0,-65.19082207711838,-0.7714890186641229
62af8546,19.71107470148916,151.0,24.218143100386488,399.0,43.92921780187565,550.0,0.0,43.92921780187565,0.519872400022197
63bff7f9,-5.384581218566035,14.0,6.246039845188784,67.0,0.8614586266227491,81.0,0.0,0.8614586266227491,0.010194776646423065
641ac5ff,-10.577950238908333,18.0,18.49047390950911,182.0,7.912523670600777,200.0,0.0,7.912523670600777,0.09363933337989085
64775749,-4.292451265046585,3.0,-13.723753834485468,414.0,-18.01620509953205,417.0,0.0,-18.01620509953205,-0.21320952780511304
64839cb3,0.0,0.0,135.78207950606014,489.0,135.78207950606014,489.0,0.0,135.78207950606014,1.606888514864617
64a4c383,-13.707827819936275,38.0,-19.62640626077834,18.0,-33.334234080714616,56.0,0.0,-33.334234080714616,-0.3944879772865635
64c34cd0,4.11805831958976,49.0,-10.584507069578649,58.0,-6.4664487499888885,107.0,0.0,-6.4664487499888885,-0.07652602070992767
64d43928,1.112988680095846,31.0,38.4602160691619,264.0,39.57320474925775,295.0,0.0,39.57320474925775,0.46832194969535795
650d5e49,12.730574401431303,201.0,-2.6313937680056076,21.0,10.099180633425696,222.0,0.0,10.099180633425696,0.11951693057308517
6581d753,1.9958725360259302,25.0,-7.057142714789553,47.0,-5.061270178763623,72.0,0.0,-5.061270178763623,-0.05989668850607838
65b6943c,0.0,0.0,-3.6001300618132097,14.0,-3.6001300618132097,14.0,0.0,-3.6001300618132097,-0.04260508948891373
662c47a6,-50.788031450209424,271.0,-29.14968109333339,72.0,-79.93771254354282,343.0,0.0,-79.93771254354282,-0.9460084324679623
663b5e34,-15.848592415784644,75.0,0.0,0.0,-15.848592415784644,75.0,0.0,-15.848592415784644,-0.18755730669567627
66b30f71,-16.6219341349458,46.0,-20.84805565664646,1589.0,-37.469989791592255,1635.0,0.0,-37.469989791592255,-0.44343183185316276
66cf56a5,17.00512997942957,26.0,-50.33576742376889,312.0,-33.330637444339324,338.0,0.0,-33.330637444339324,-0.3944454135424772
670709ec,-6.607731088149484,15.0,-0.05011615098422284,55.0,-6.657847239133707,70.0,0.0,-6.657847239133707,-0.07879109158738115
67af6f81,0.0,0.0,-16.111718684458847,18.0,-16.111718684458847,18.0,0.0,-16.111718684458847,-0.19067122703501593
6821ac10,-1.6708562317693287,17.0,-14.876372666043052,76.0,-16.54722889781238,93.0,0.0,-16.54722889781238,-0.19582519405695126
6834d1f2,3.3899075274598762,2.0,-1.6565900752325537,150.0,1.7333174522273225,152.0,0.0,1.7333174522273225,0.020512632570737543
68c56d09,3.7726822879498085,55.0,-14.676955259257792,179.0,-10.904272971307982,234.0,0.0,-10.904272971307982,-0.12904465054802347
69762509,-12.897145345045558,26.0,0.0,0.0,-12.897145345045558,26.0,0.0,-12.897145345045558,-0.152628938994622
69be866a,-13.754951664003215,46.0,-31.662546625400825,430.0,-45.41749828940404,476.0,0.0,-45.41749828940404,-0.5374851868568525
69d03465,-9.99739126050886,29.0,0.0,0.0,-9.99739126050886,29.0,0.0,-9.99739126050886,-0.11831232260957229
6a26221c,-58.623403323796474,725.0,-20.488383497879955,110.0,-79.11178682167643,835.0,0.0,-79.11178682167643,-0.9362341635701353
6ad3a659,0.0,0.0,-76.69627919941173,132.0,-76.69627919941173,132.0,0.0,-76.69627919941173,-0.9076482745492513
6aed7e79,-22.807491650155058,39.0,-26.583345324679108,673.0,-49.390836974834166,712.0,0.0,-49.390836974834166,-0.5845069464477416
6afb26d6,10.50364569367975,213.0,0.0,0.0,10.50364569367975,213.0,0.0,10.50364569367975,0.12430349933348818
6b19d823,-86.3904463404301,437.0,175.49503280820915,3431.0,89.10458646777904,3868.0,0.0,89.10458646777904,1.054492147547681
6b2ff18f,-0.018906292831221028,6.0,0.0,0.0,-0.018906292831221028,6.0,0.0,-0.018906292831221028,-0.0002237431104286512
6b71e6cf,-15.557729695104854,1424.0,0.0,0.0,-15.557729695104854,1424.0,0.0,-15.557729695104854,-0.1841151443207675
6b8eb6e5,-24.57917667193978,57.0,-34.16124291480308,947.0,-58.74041958674286,1004.0,0.0,-58.74041958674286,-0.6951528945176669
6c19c6e5,118.47947615681639,957.0,-2.8935866530225196,1.0,115.58588950379387,958.0,0.0,115.58588950379387,1.367880349157324
6c6591ab,-25.22628820413388,41.0,22.155976675025762,1944.0,-3.0703115291081176,1985.0,0.0,-3.0703115291081176,-0.03633504768175287
6c882e9a,13.422995483156402,201.0,0.0,0.0,13.422995483156402,201.0,0.0,13.422995483156402,0.15885201755214678
6dbcf855,-3.404874196066222,26.0,0.0,0.0,-3.404874196066222,26.0,0.0,-3.404874196066222,-0.040294369184215646
6eb146d2,-35.21641702070246,435.0,2.4799420025187473,82.0,-32.73647501818371,517.0,0.0,-32.73647501818371,-0.38741390554063565
6ec424a9,-17.188657961592014,12.0,-10.761754050687033,57.0,-27.950412012279045,69.0,0.0,-27.950412012279045,-0.3307741066541899
6ef60d3a,1.4629136034735248,4.0,-28.221273917391205,177.0,-26.75836031391768,181.0,0.0,-26.75836031391768,-0.31666698596352283
6f49cc6e,0.26499531624208483,3.0,-8.002049844211562,114.0,-7.737054527969478,117.0,0.0,-7.737054527969478,-0.09156277547892873
7023d182,-2.9431678961564467,8.0,0.0,0.0,-2.9431678961564467,8.0,0.0,-2.9431678961564467,-0.034830389303626585
7050a1e7,0.07820322952506564,267.0,0.0,0.0,0.07820322952506564,267.0,0.0,0.07820322952506564,0.0009254820062137946
709b0bac,-111.03471131918002,1291.0,0.0,0.0,-111.03471131918002,1291.0,0.0,-111.03471131918002,-1.3140202522979885
70d205c9,-148.93482266609874,3490.0,0.0,0.0,-148.93482266609874,3490.0,0.0,-148.93482266609874,-1.7625422800721744
710dd98c,0.8263851819495933,135.0,0.0,0.0,0.8263851819495933,135.0,0.0,0.8263851819495933,0.00977970629526146
7210d461,-1.3444250775561732,1.0,-29.293636313889817,467.0,-30.63806139144599,468.0,0.0,-30.63806139144599,-0.3625806081827928
725529bc,-173.11544646786527,1326.0,-38.0816534170811,280.0,-211.19709988494637,1606.0,0.0,-211.19709988494637,-2.49937396313546
72861603,-106.69654823302336,691.0,0.0,0.0,-106.69654823302336,691.0,0.0,-106.69654823302336,-1.2626810441777914
73ad96ed,-34.829383217603464,1105.0,-45.013088055014045,365.0,-79.8424712726175,1470.0,0.0,-79.8424712726175,-0.9448813168357101
73c18486,14.161821867326223,276.0,-1.962875549773471,46.0,12.198946317552751,322.0,0.0,12.198946317552751,0.14436622861009174
740742ef,-40.83743382645045,5084.0,-29.558755106812292,349.0,-70.39618893326275,5433.0,0.0,-70.39618893326275,-0.8330909932930503
75224f22,-13.417557619785267,26.0,6.243884312224506,180.0,-7.173673307560761,206.0,0.0,-7.173673307560761,-0.08489554210131078
752f7486,39.40504019362405,1885.0,0.0,0.0,39.40504019362405,1885.0,0.0,39.40504019362405,0.4663318366109355
756389bd,21.85301367308261,115.0,-3.5246800658204736,13.0,18.328333607262138,128.0,0.0,18.328333607262138,0.2169033562989602
759ac88f,-24.9353649882012,135.0,-61.34314410305163,2229.0,-86.27850909125283,2364.0,0.0,-86.27850909125283,-1.0210474448668974
75de770f,-1.0967457069124236,26.0,0.0,0.0,-1.0967457069124236,26.0,0.0,-1.0967457069124236,-0.012979239135058267
76388dc8,-13.243602345709947,24.0,-1.6869279230190282,263.0,-14.930530268728976,287.0,0.0,-14.930530268728976,-0.17669266590211807
765a4731,-0.8288849776123632,6.0,-76.89463064651046,298.0,-77.72351562412283,304.0,0.0,-77.72351562412283,-0.9198049186286725
77255a9e,117.14254339414516,1563.0,-2.692957667508648,6.0,114.44958572663651,1569.0,0.0,114.44958572663651,1.3544329671791304
77b1aa15,-2.8861874515965087,2.0,10.636476733777224,264.0,7.750289282180715,266.0,0.0,7.750289282180715,0.09171939978912089
78eb4223,1.7357255865360663,9.0,-15.135103648422499,52.0,-13.399378061886432,61.0,0.0,-13.399378061886432,-0.158572521442443
798934ea,0.0,0.0,-6.339834962052195,6.0,-6.339834962052195,6.0,0.0,-6.339834962052195,-0.07502763268700822
798cc28e,0.0,0.0,-24.63399720778285,143.0,-24.63399720778285,143.0,0.0,-24.63399720778285,-0.291526594174945
7a8bd078,-23.301070766680937,173.0,-101.11452833238016,1000.0,-124.4155990990611,1173.0,0.0,-124.4155990990611,-1.4723739538350427
7bb62642,-6.962113637832647,69.0,0.0,0.0,-6.962113637832647,69.0,0.0,-6.962113637832647,-0.08239187737080056
7bf96684,-36.215415820636665,405.0,0.0,0.0,-36.215415820636665,405.0,0.0,-36.215415820636665,-0.4285848026110848
7c390b03,0.0,0.0,-1.8181164042269997,6.0,-1.8181164042269997,6.0,0.0,-1.8181164042269997,-0.021516170464224847
7c3b3b78,-11.44348680040535,17.0,-20.723540671091417,307.0,-32.167027471496766,324.0,0.0,-32.167027471496766,-0.38067488131948835
7c503806,-61.5185925944985,364.0,69.08844562788587,709.0,7.569853033387375,1073.0,0.0,7.569853033387375,0.08958405956671449
7c7d63a2,1.6971438324209784,79.0,53.5219919924225,714.0,55.21913582484348,793.0,0.0,55.21913582484348,0.6534808973354258
7ca5e05d,-65.0109135758901,468.0,-1.4713179304684811,213.0,-66.48223150635859,681.0,0.0,-66.48223150635859,-0.7867719704894507
7d3720ba,-2.4843056111140056,2.0,-14.716752222262873,12.0,-17.20105783337688,14.0,0.0,-17.20105783337688,-0.2035628145961761
7d3937ed,-10.943665998105052,54.0,7.152373642729896,44.0,-3.7912923553751563,98.0,0.0,-3.7912923553751563,-0.044867365152368714
7d415ea5,-58.72452641109296,129.0,0.0,0.0,-58.72452641109296,129.0,0.0,-58.72452641109296,-0.6949648095987333
7d92277a,3.2650929802395927,15.0,21.80123186778264,452.0,25.066324848022234,467.0,0.0,25.066324848022234,0.29664289760973056
7daedf2f,-4.733094804788456,53.0,0.0,0.0,-4.733094804788456,53.0,0.0,-4.733094804788456,-0.05601295626968587
7dc35884,-41.69329254279846,665.0,103.89955309577984,1515.0,62.20626055298138,2180.0,0.0,62.20626055298138,0.736168763940608
7dcb9bc9,-35.67135721640875,350.0,-0.13670401238727742,6.0,-35.80806122879603,356.0,0.0,-35.80806122879603,-0.4237640382106039
7eae4418,14.896979656069272,82.0,0.0,0.0,14.896979656069272,82.0,0.0,14.896979656069272,0.176295617231589
7f048519,-7.59651120216324,64.0,36.28764692226213,221.0,28.691135720098885,285.0,0.0,28.691135720098885,0.33954006769347794
800d2d97,84.24034556482957,459.0,0.0,0.0,84.24034556482957,459.0,0.0,84.24034556482957,0.9969271664476872
808f425a,-17.976957895335975,406.0,-76.66800941194593,1285.0,-94.6449673072819,1691.0,0.0,-94.6449673072819,-1.120058784701561
81049310,-3.073250384779607,38.0,39.25731749417374,398.0,36.184067109394135,436.0,0.0,36.184067109394135,0.42821381194549274
81c08fa3,2.942781810656429,16.0,-111.05503405311329,519.0,-108.11225224245686,535.0,0.0,-108.11225224245686,-1.2794349377805545
81c36ee9,-24.502597273160916,57.0,-48.57069996001281,438.0,-73.07329723317372,495.0,0.0,-73.07329723317372,-0.8647727483215825
8291f939,-38.40500484032789,367.0,0.29285953119285235,113.0,-38.11214530913504,480.0,0.0,-38.11214530913504,-0.45103130543355074
8361e524,0.0,0.0,-2.1277237950098993,37.0,-2.1277237950098993,37.0,0.0,-2.1277237950098993,-0.02518016325455502
83c3e8e3,-0.8923067292139075,7.0,-21.612390750672,99.0,-22.504697479885905,106.0,0.0,-22.504697479885905,-0.2663277808270521
844e79d1,7.515223799287631,155.0,-1.5520347868558066,3.0,5.963189012431824,158.0,0.0,5.963189012431824,0.07057028417079082
84d9c311,59.8498328398044,88.0,0.0,0.0,59.8498328398044,88.0,0.0,59.8498328398044,0.7082820454414722
855a210c,-1.7512575986889611,285.0,0.0,0.0,-1.7512575986889611,285.0,0.0,-1.7512575986889611,-0.020724941996319066
85aae393,-14.512272136795843,86.0,78.73025376320912,943.0,64.21798162641328,1029.0,0.0,64.21798162641328,0.7599761139220507
85b3fab2,27.071866050383605,147.0,-1.94154173522441,19.0,25.130324315159196,166.0,0.0,25.130324315159196,0.29740028775336325
85e0cf10,-20.894663788821305,24.0,20.553072986956888,1230.0,-0.3415908018644167,1254.0,0.0,-0.3415908018644167,-0.004042494696620316
85ec8e33,-76.46905972449738,2452.0,2.9322898445232743,6.0,-73.53676987997412,2458.0,0.0,-73.53676987997412,-0.87025763171567
864c199e,9.411443464419015,143.0,-5.185151323019808,56.0,4.226292141399208,199.0,0.0,4.226292141399208,0.05001529161419181
86ae8ef2,0.0,0.0,-9.8324992091477,19.0,-9.8324992091477,19.0,0.0,-9.8324992091477,-0.11636093738636331
86dc8f2e,-394.9376421168648,2291.0,37.956710102195224,1799.0,-356.9809320146696,4090.0,0.0,-356.9809320146696,-4.224626414374788
871e9faf,-12.348953757032541,37.0,-95.95410356995842,538.0,-108.30305732699097,575.0,0.0,-108.30305732699097,-1.2816929861182362
872b03f7,-47.97654383181837,420.0,8.956306225324951,19.0,-39.02023760649342,439.0,0.0,-39.02023760649342,-0.4617779598401588
87e562a9,-20.233685696054636,1247.0,78.93918024516951,3295.0,58.705494549114874,4542.0,0.0,58.705494549114874,0.694739580462898
881a9bdd,-15.441653495354531,33.0,0.0,0.0,-15.441653495354531,33.0,0.0,-15.441653495354531,-0.18274146148348558
888e32bf,-2.597554198367411,2.0,-8.472954130094557,14.0,-11.070508328461969,16.0,0.0,-11.070508328461969,-0.13101193288120674
88fccd6c,9.679931147337797,116.0,31.389240268071863,280.0,41.069171415409656,396.0,0.0,41.069171415409656,0.4860256972237829
890946a0,-125.26751283461488,1360.0,0.0,0.0,-125.26751283461488,1360.0,0.0,-125.26751283461488,-1.4824557731907086
890de8cb,0.0,0.0,-33.56084670604386,84.0,-33.56084670604386,84.0,0.0,-33.56084670604386,-0.39716978350347765
896d78ad,-30.941010530283165,599.0,-34.28209728437964,807.0,-65.2231078146628,1406.0,0.0,-65.2231078146628,-0.7718710983983763
8998a68f,-7.633854014311035,26.0,-3.772539246098643,22.0,-11.40639326040968,48.0,0.0,-11.40639326040968,-0.13498690249005538
89f64c19,-90.87050454994204,878.0,-2.8813162279947964,18.0,-93.75182077793684,896.0,0.0,-93.75182077793684,-1.1094890032891933
8a668774,-5.2035919895569975,6.0,-29.90573545622439,103.0,-35.10932744578139,109.0,0.0,-35.10932744578139,-0.41549499935835965
8abdf100,-9.0680404775672,436.0,-61.13200143293066,315.0,-70.20004191049786,751.0,0.0,-70.20004191049786,-0.830769726751454
8ac93ca2,0.6339502324182895,6.0,0.0,0.0,0.6339502324182895,6.0,0.0,0.6339502324182895,0.007502369614417627
8b3e9c7c,184.29811925562598,1306.0,0.0,0.0,184.29811925562598,1306.0,0.0,184.29811925562598,2.1810428314275265
8b5b6769,73.88702927669414,636.0,303.121414743982,3490.0,377.0084440206761,4126.0,0.0,377.0084440206761,4.461638390777232
8b9704ae,-2.7688419149756154,2.0,-19.951825006736932,45.0,-22.72066692171255,47.0,0.0,-22.72066692171255,-0.268883632209616
8ba8195d,640.9499481929798,1833.0,-67.86568641740791,138.0,573.0842617755719,1971.0,0.0,573.0842617755719,6.782062269533395
8cf9814c,-9.359982823076622,78.0,13.626095255157685,2521.0,4.266112432081062,2599.0,0.0,4.266112432081062,0.05048653765776405
8d2c70ad,-81.93293372470956,182.0,0.33947567976837667,1643.0,-81.59345804494119,1825.0,0.0,-81.59345804494119,-0.9656030537862862
8d92a2c3,-1.113422389956075,10.0,1.3800527915717087,127.0,0.2666304016156338,137.0,0.0,0.2666304016156338,0.0031553893682323524
8db7f47f,-5.5306696473332755,6.0,-8.578852862649827,107.0,-14.109522509983101,113.0,0.0,-14.109522509983101,-0.1669765977512793
8dc152d1,0.0,0.0,-8.97970936179037,28.0,-8.97970936179037,28.0,0.0,-8.97970936179037,-0.10626874984367302
8e514b4c,15.751085662112672,353.0,-51.08539008366101,55.0,-35.33430442154834,408.0,0.0,-35.33430442154834,-0.41815744877572
8f6dd463,-1.180593319061178,32.0,-15.606219769551966,95.0,-16.786813088613144,127.0,0.0,-16.786813088613144,-0.19866050992441592
8fd1a8f5,-10.138701464611845,163.0,432.90107790788375,2280.0,422.7623764432719,2443.0,0.0,422.7623764432719,5.003105046665939
9061a703,0.0,0.0,-14.181231339675486,211.0,-14.181231339675486,211.0,0.0,-14.181231339675486,-0.16782522295473948
90de905a,56.39526089134761,159.0,-82.07511526067783,586.0,-25.679854369330222,745.0,0.0,-25.679854369330222,-0.303903602003908
90edaaa9,-17.8407703455888,82.0,3.5931045852332426,16.0,-14.24766576035556,98.0,0.0,-14.24766576035556,-0.16861142911663385
9170ff49,-10.97531429794953,20.0,-31.846820617560294,200.0,-42.82213491550982,220.0,0.0,-42.82213491550982,-0.5067708274024831
919a3be2,364.2878277907877,2173.0,0.0,0.0,364.2878277907877,2173.0,0.0,364.2878277907877,4.311098553737132
91a4a398,-47.861318742095804,139.0,127.50047814851239,2275.0,79.63915940641658,2414.0,0.0,79.63915940641658,0.9424752592475335
91b9300b,-7.4718723362487,15.0,0.0,0.0,-7.4718723362487,15.0,0.0,-7.4718723362487,-0.08842452468933373
91ffa6c6,34.424585686819036,466.0,-11.768178704273522,241.0,22.656406982545512,707.0,0.0,22.656406982545512,0.26812315955675164
9219eff0,-18.377176688342388,93.0,-68.96645706414222,222.0,-87.3436337524846,315.0,0.0,-87.3436337524846,-1.0336524704436048
92aeac25,-9.023309310738359,119.0,0.0,0.0,-9.023309310738359,119.0,0.0,-9.023309310738359,-0.10678472557086816
9385de2e,2.1399626073960256,113.0,0.0,0.0,2.1399626073960256,113.0,0.0,2.1399626073960256,0.025325001270958884
93a17209,-8.205903135674177,28.0,-47.41647934213344,359.0,-55.62238247780762,387.0,0.0,-55.62238247780762,-0.6582530470746464
93b4fc78,-218.3642285876087,3255.0,0.0,0.0,-218.3642285876087,3255.0,0.0,-218.3642285876087,-2.5841920542912273
9418198b,29.48825307518704,421.0,0.0,0.0,29.48825307518704,421.0,0.0,29.48825307518704,0.3489734091738111
94253925,-123.69117300261203,331.0,-0.6166116703517628,43.0,-124.30778467296379,374.0,0.0,-124.30778467296379,-1.471098043467027
943fd425,-0.3640842201358704,4.0,-21.96850619566304,6.0,-22.332590415798908,10.0,0.0,-22.332590415798908,-0.2642910108378569
9440ef41,0.0,0.0,-12.365433817705071,264.0,-12.365433817705071,264.0,0.0,-12.365433817705071,-0.14633649488408368
944533a5,6.846561225658672,1192.0,0.0,0.0,6.846561225658672,1192.0,0.0,6.846561225658672,0.0810243932030612
94bc776b,-5.510566840225661,8.0,-26.082224573772073,50.0,-31.592791413997734,58.0,0.0,-31.592791413997734,-0.37387918833133416
94d7f855,13.644628667406055,229.0,-20.59182183168978,222.0,-6.947193164283727,451.0,0.0,-6.947193164283727,-0.08221530371933404
94eac556,-8.248401126581248,15.0,4.1989127143646385,42.0,-4.0494884122166095,57.0,0.0,-4.0494884122166095,-0.04792293978954568
957532de,13.162176087789215,55.0,-0.22959785469385707,788.0,12.932578233095358,843.0,0.0,12.932578233095358,0.15304826311355452
95a2ea61,-3.78681800305752,121.0,0.0,0.0,-3.78681800305752,121.0,0.0,-3.78681800305752,-0.044814414237367095
9601c534,-0.01099660415308934,13.0,0.0,0.0,-0.01099660415308934,13.0,0.0,-0.01099660415308934,-0.00013013732725549514
96fd40ae,-20.841637738661884,61.0,-4.407745273523661,1974.0,-25.249383012185547,2035.0,0.0,-25.249383012185547,-0.298809266416397
97290faf,0.0,0.0,-11.033534465744765,30.0,-11.033534465744765,30.0,0.0,-11.033534465744765,-0.1305743723756777
983f2f61,-12.79970333504174,24.0,-4.329324216266622,73.0,-17.12902755130836,97.0,0.0,-17.12902755130836,-0.20271038522258417
9868bc75,-6.712359281598381,27.0,0.9633388256984137,30.0,-5.749020455899967,57.0,0.0,-5.749020455899967,-0.0680357450402363
98ae73b1,-73.94040634793387,572.0,-114.40388587860214,3765.0,-188.34429222653603,4337.0,0.0,-188.34429222653603,-2.2289265352252783
99258814,0.0,0.0,-11.787223303420006,21.0,-11.787223303420006,21.0,0.0,-11.787223303420006,-0.13949376690437879
9948e262,-8.503771307331887,25.0,0.0,0.0,-8.503771307331887,25.0,0.0,-8.503771307331887,-0.10063634683233001
99b202b3,-4.3390990531694875,7.0,15.036485560537722,234.0,10.697386507368234,241.0,0.0,10.697386507368234,0.12659629002802644
99b75528,261.3857148862912,2457.0,0.0,0.0,261.3857148862912,2457.0,0.0,261.3857148862912,3.093322069660251
99d63244,-76.80954897953706,1010.0,0.0,0.0,-76.80954897953706,1010.0,0.0,-76.80954897953706,-0.9089887453199652
99ed60f8,-1.8206308779571747,6.0,-27.72970039018437,45.0,-29.550331268141544,51.0,0.0,-29.550331268141544,-0.34970806234487034
9a0146b3,5.512983380076858,13.0,-5.873302710974816,107.0,-0.36031933089795753,120.0,0.0,-0.36031933089795753,-0.004264134093466953
9a158001,-2.7549992310828895,311.0,59.810799148189076,552.0,57.055799917106185,863.0,0.0,57.055799917106185,0.6752165670663454
9a46c4e5,-11.442356030387785,55.0,6.893535175521427,31.0,-4.548820854866358,86.0,0.0,-4.548820854866358,-0.05383219946587406
9a5f2863,-0.4371440202658998,2.0,-6.285155487489546,12.0,-6.722299507755446,14.0,0.0,-6.722299507755446,-0.07955384032846682
9a963804,-3.139616507930636,3.0,-13.065866600627151,154.0,-16.205483108557786,157.0,0.0,-16.205483108557786,-0.19178086519003296
9ab63e7b,-33.46269445304185,84.0,5.472086997572723,63.0,-27.990607455469124,147.0,0.0,-27.990607455469124,-0.3312497923724157
